iso;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse;abgegebene;ungueltige;gueltige
61632;471;464;617;18;85;35;8;5;7;5;1733;18;1715
61633;465;706;778;34;120;77;28;5;13;7;2257;24;2233
61699;1325;1265;1199;108;216;167;28;3;40;11;4392;30;4362
61700;12087;21173;18476;1406;2618;1654;619;138;363;81;59119;504;58615
61701;221;404;413;22;50;27;17;2;7;0;1177;14;1163
61708;166;341;360;4;40;16;20;3;1;1;964;12;952
61710;163;256;243;5;18;6;13;2;0;1;714;7;707
61711;125;329;117;6;10;13;4;2;4;0;614;4;610
61716;216;690;589;56;69;69;10;6;14;1;1736;16;1720
61719;200;427;416;17;73;36;14;4;10;2;1212;13;1199
61727;266;387;458;37;60;52;12;2;12;4;1298;8;1290
61728;84;199;160;4;23;5;2;1;0;1;483;4;479
61729;276;456;372;22;56;34;9;10;10;0;1257;12;1245
61730;342;429;358;33;56;46;23;1;8;4;1317;17;1300
61731;164;350;270;15;23;9;9;1;3;1;855;10;845
61740;229;460;389;27;56;35;13;1;8;2;1229;9;1220
61741;196;283;160;6;13;15;5;1;1;0;682;2;680
61743;113;212;108;2;17;6;3;1;3;0;470;5;465
61744;79;172;136;3;12;9;6;3;1;1;423;1;422
61745;103;312;189;8;15;16;1;2;2;0;651;3;648
61746;379;899;765;77;110;67;22;5;16;2;2357;15;2342
61748;344;777;1019;35;92;53;18;10;13;4;2389;24;2365
61750;220;537;442;6;41;16;1;2;4;0;1278;9;1269
61751;303;574;360;29;61;34;17;3;7;2;1406;16;1390
61756;577;898;808;49;96;48;16;3;7;7;2530;21;2509
61757;503;1214;1097;40;109;60;24;6;16;5;3105;31;3074
61758;144;504;375;21;40;21;7;5;4;5;1137;11;1126
61759;91;486;401;21;34;23;4;1;3;2;1080;14;1066
61760;1069;1852;1547;201;297;195;61;15;33;7;5318;41;5277
61761;233;321;309;41;35;33;9;0;9;1;998;7;991
61762;232;486;485;16;57;43;18;2;17;3;1370;11;1359
61763;527;1078;784;16;84;39;16;9;7;0;2579;19;2560
61764;352;689;872;43;87;52;18;1;17;2;2153;20;2133
61765;471;1019;1083;93;153;86;32;6;17;4;2981;17;2964
61766;2011;1507;1572;150;283;198;67;18;43;11;5914;54;5860
61799;1688;2625;1819;301;448;292;128;10;66;8;7442;57;7385
62000;15247;12879;13798;642;1450;1301;319;122;460;74;46643;351;46292
62007;1434;830;1499;32;122;130;30;18;67;8;4204;34;4170
62008;156;405;190;7;20;17;4;3;3;2;814;7;807
62010;91;82;62;1;2;2;2;0;1;0;243;0;243
62014;309;376;282;23;48;27;2;0;5;3;1082;7;1075
62021;55;137;68;0;3;2;0;0;0;0;270;5;265
62026;151;176;104;8;17;10;3;1;3;0;477;4;473
62032;132;286;178;11;16;29;3;1;1;1;660;2;658
62034;174;380;162;9;23;16;1;0;4;0;772;3;769
62036;206;230;224;10;31;12;2;1;5;0;735;14;721
62038;1278;665;1321;39;92;103;35;11;45;8;3624;27;3597
62039;275;324;315;12;34;17;5;6;3;4;1007;12;995
62040;1711;1075;1640;67;133;137;39;10;49;9;4912;42;4870
62041;2318;968;1854;60;138;171;36;20;96;5;5700;34;5666
62042;484;909;644;15;65;46;9;10;11;0;2210;17;2193
62043;601;421;483;22;50;27;10;9;7;3;1643;10;1633
62044;406;552;489;18;53;21;6;2;6;0;1562;9;1553
62045;314;370;343;18;53;36;7;4;5;1;1157;6;1151
62046;480;580;424;16;36;43;8;3;6;4;1609;9;1600
62047;1172;729;903;36;86;87;20;11;28;2;3108;34;3074
62048;689;1025;810;31;84;68;18;6;19;8;2792;34;2758
62099;2811;2359;1803;207;344;300;79;6;96;16;8062;41;8021
62100;21694;15387;19008;1028;2123;2587;554;149;623;93;63763;517;63246
62105;353;320;235;1;20;12;3;6;4;1;969;14;955
62115;836;797;971;54;120;101;38;1;19;3;2961;21;2940
62116;481;723;687;25;92;61;19;2;20;4;2137;23;2114
62125;432;389;435;20;38;54;5;10;6;2;1404;13;1391
62128;552;503;611;29;103;99;16;2;11;1;1939;12;1927
62131;248;273;284;13;19;26;8;2;5;0;883;5;878
62132;340;306;289;13;22;29;4;4;6;3;1026;10;1016
62135;314;290;292;10;28;25;4;3;6;2;983;9;974
62138;405;469;379;30;52;47;16;4;4;4;1420;10;1410
62139;2797;1830;2523;157;309;365;66;21;101;11;8257;77;8180
62140;3828;1816;3565;114;270;470;71;28;117;13;10362;70;10292
62141;1647;1125;1252;54;156;159;35;10;42;6;4523;37;4486
62142;616;655;604;28;68;67;6;5;10;2;2084;23;2061
62143;1594;783;1275;67;109;156;61;9;71;3;4171;43;4128
62144;412;406;488;13;39;35;20;6;4;1;1430;6;1424
62145;1349;760;1160;29;102;125;23;18;40;10;3653;37;3616
62146;465;344;522;13;55;47;10;5;9;2;1480;8;1472
62147;488;282;417;17;35;49;17;1;5;2;1325;12;1313
62148;317;330;346;3;27;69;1;2;3;3;1113;12;1101
62199;4220;2986;2673;338;459;591;131;10;140;20;11643;75;11568
62200;10178;24319;20766;1132;2309;1481;453;170;247;93;61757;609;61148
62202;79;374;391;16;38;34;6;2;2;1;953;10;943
62205;194;532;514;20;50;25;8;4;4;1;1357;5;1352
62206;148;238;166;5;18;21;2;2;2;0;610;8;602
62209;74;336;348;5;23;16;1;0;3;2;818;10;808
62211;405;511;472;33;62;49;11;3;4;0;1573;23;1550
62214;142;470;473;11;32;15;6;0;2;0;1168;17;1151
62216;90;350;275;19;29;19;1;5;3;2;807;14;793
62219;596;1291;1087;109;161;101;21;10;13;7;3432;36;3396
62220;120;652;418;27;61;31;3;0;1;1;1324;10;1314
62226;220;278;342;12;33;9;7;4;8;1;926;12;914
62232;112;364;361;13;18;13;13;4;3;1;911;9;902
62233;325;741;615;12;70;39;19;2;5;5;1849;16;1833
62235;197;637;456;9;37;24;9;4;7;0;1393;13;1380
62242;112;328;202;4;20;4;2;2;2;0;680;4;676
62244;258;386;497;22;39;24;3;9;2;2;1256;14;1242
62245;166;429;307;16;26;16;10;3;2;1;997;21;976
62247;95;433;309;10;32;9;3;1;2;0;911;17;894
62252;150;333;293;19;25;29;11;5;3;0;876;8;868
62256;217;482;406;26;50;31;11;8;17;1;1263;14;1249
62262;116;490;226;12;32;10;5;3;0;0;903;9;894
62264;301;948;847;42;74;53;10;12;5;4;2317;21;2296
62265;310;496;378;13;47;34;10;2;3;1;1312;18;1294
62266;278;478;599;25;51;41;10;3;6;3;1509;15;1494
62267;834;1766;1443;109;195;137;32;20;22;10;4614;46;4568
62268;236;809;705;31;63;37;13;8;7;1;1930;20;1910
62269;138;525;356;15;52;29;17;1;4;1;1151;13;1138
62270;132;558;598;20;30;19;15;1;6;4;1396;13;1383
62271;290;810;834;49;88;82;30;12;12;6;2236;23;2213
62272;213;702;619;32;71;40;12;1;7;2;1711;12;1699
62273;92;441;436;22;26;24;7;1;5;1;1066;11;1055
62274;258;205;183;5;23;24;4;1;5;1;719;10;709
62275;796;1462;1268;32;125;74;16;9;13;3;3824;26;3798
62276;192;332;312;10;23;21;1;2;4;1;904;6;898
62277;420;520;626;10;46;32;16;7;6;3;1707;21;1686
62278;343;1353;1137;20;112;57;12;13;9;5;3092;31;3061
62279;147;460;293;15;37;18;6;0;2;2;989;9;980
62299;1382;2799;1974;282;390;240;90;6;46;20;7273;44;7229
62300;8776;23295;19136;974;2090;1237;428;158;257;109;56953;493;56460
62311;155;338;261;17;28;14;12;8;7;1;849;8;841
62314;109;272;296;14;26;25;5;2;3;1;762;9;753
62326;103;434;326;13;41;20;6;5;4;1;972;19;953
62330;108;462;376;7;30;11;6;2;0;1;1020;17;1003
62332;145;376;352;8;21;19;7;3;4;0;936;1;935
62335;77;405;166;6;27;11;6;0;2;0;711;11;700
62343;122;340;235;8;18;12;7;0;0;0;750;8;742
62347;163;379;329;5;24;14;2;0;2;1;933;14;919
62368;146;290;249;4;25;12;4;1;9;3;752;9;743
62372;59;346;303;2;13;6;5;0;2;0;740;4;736
62375;505;955;961;36;103;67;12;4;11;3;2681;24;2657
62376;302;670;432;29;73;32;11;1;5;2;1569;12;1557
62377;153;460;354;29;29;23;7;5;6;3;1085;16;1069
62378;802;1480;1484;59;156;106;24;12;10;5;4167;29;4138
62379;1312;2639;2316;129;285;157;53;21;35;12;7004;45;6959
62380;368;1659;1398;47;139;72;18;13;14;13;3791;50;3741
62381;232;865;687;27;85;49;27;1;12;8;2016;23;1993
62382;398;898;1020;26;81;59;22;16;11;6;2557;20;2537
62383;374;700;616;40;54;44;13;15;9;2;1883;16;1867
62384;313;715;688;21;54;34;13;8;8;4;1869;11;1858
62385;150;627;537;26;44;21;29;0;6;4;1448;4;1444
62386;404;1219;942;38;110;70;20;10;13;4;2852;22;2830
62387;145;708;516;18;32;27;6;5;2;2;1471;10;1461
62388;218;714;625;22;51;25;18;4;4;2;1696;13;1683
62389;324;1034;840;36;62;33;11;4;11;8;2385;22;2363
62390;285;949;778;39;72;32;5;7;5;5;2207;30;2177
62399;1304;3361;2049;268;407;242;79;11;62;18;7847;46;7801
70000;85650;158092;102610;18367;23537;15746;3299;729;2492;900;414913;3491;411422
70099;0;0;0;0;0;0;0;0;0;0;14;14;0
7A000;18986;17887;13955;5366;5112;4057;599;125;824;142;67616;563;67053
7A099;179;153;46;73;82;56;6;3;10;3;612;1;611
7B000;31002;54927;39035;6185;8361;5728;1129;253;790;332;148871;1129;147742
7B099;109;111;59;41;56;49;2;0;11;3;447;6;441
7C000;17282;38920;24221;3424;4233;2930;790;192;403;181;93311;735;92576
7C099;59;108;47;25;30;22;3;0;3;2;301;2;299
7D000;13480;32831;18291;2439;4327;2058;563;122;365;180;75361;705;74656
7D099;42;58;35;16;28;5;0;1;1;0;187;1;186
7;4900;13527;7108;953;1504;973;218;37;110;65;29740;345;29395
7E+99;45;45;21;11;21;22;5;0;4;0;175;1;174
70100;18807;17734;13909;5293;5030;4001;593;122;814;139;67004;562;66442
70101;15589;14404;12682;3839;3894;3115;480;96;628;118;55280;435;54845
70199;3218;3330;1227;1454;1136;886;113;26;186;21;11724;127;11597
70200;5675;13496;9018;1041;1833;998;267;66;152;83;32936;307;32629
70201;294;629;434;29;88;58;17;6;9;4;1582;14;1568
70202;510;750;683;84;118;63;16;4;11;8;2261;14;2247
70203;1037;1600;1381;166;296;167;36;5;32;10;4778;48;4730
70204;71;200;122;8;22;13;4;0;0;1;448;7;441
70205;53;220;174;2;14;11;0;0;3;1;483;5;478
70206;43;137;117;2;16;5;1;0;1;1;328;5;323
70207;104;136;93;3;22;12;0;0;1;1;379;7;372
70208;190;1304;532;43;115;65;12;5;1;4;2293;22;2271
70209;283;734;458;83;130;55;14;4;4;5;1793;23;1770
70210;64;134;85;7;49;5;1;1;0;0;349;3;346
70211;135;222;145;24;22;18;5;0;2;3;584;8;576
70212;175;441;325;21;53;32;12;1;4;6;1080;10;1070
70213;94;225;168;36;55;22;7;1;2;2;620;8;612
70214;180;590;251;24;76;52;6;3;13;3;1206;8;1198
70215;289;355;394;29;53;34;15;7;8;5;1198;9;1189
70216;257;380;230;13;43;15;7;0;1;3;958;9;949
70217;53;416;200;4;23;6;0;1;0;0;712;9;703
70218;95;317;206;16;27;28;8;2;3;4;710;4;706
70219;318;457;352;56;77;45;15;2;8;1;1337;6;1331
70220;78;856;355;24;79;34;10;4;3;0;1456;13;1443
70221;126;273;191;28;38;16;3;2;5;5;694;7;687
70222;229;470;496;43;66;30;15;3;9;1;1380;18;1362
70223;174;787;525;29;55;33;12;2;3;4;1637;13;1624
70224;131;459;304;20;34;16;4;3;5;0;999;23;976
70299;692;1404;797;247;262;163;47;10;24;11;3671;14;3657
70300;22828;36457;26039;4832;6187;4306;821;162;563;236;103132;701;102431
70301;982;1387;892;184;245;178;33;2;22;10;3968;33;3935
70302;263;523;262;92;112;70;9;0;9;2;1350;8;1342
70303;161;320;234;41;58;51;17;0;3;1;890;4;886
70304;759;1007;850;153;167;120;18;4;19;7;3125;21;3104
70305;147;266;167;19;45;20;4;1;2;4;680;5;675
70306;148;279;176;34;48;29;5;0;7;3;739;10;729
70307;110;314;199;22;20;22;1;1;1;2;696;4;692
70308;165;254;160;19;36;38;4;0;2;3;691;10;681
70309;250;391;379;34;74;32;11;3;5;2;1196;15;1181
70310;425;660;552;66;124;69;9;4;6;4;1934;15;1919
70311;60;199;103;13;42;21;4;0;3;2;450;3;447
70312;428;661;590;91;110;81;9;3;10;4;1997;10;1987
70313;121;272;250;20;25;20;2;2;3;1;722;6;716
70314;79;145;72;6;9;5;2;0;3;1;325;3;322
70315;172;246;207;12;43;21;2;1;1;3;709;1;708
70317;29;119;72;5;13;2;1;0;1;0;245;3;242
70318;156;259;201;28;42;20;5;0;5;5;722;1;721
70319;516;732;431;103;121;81;24;2;16;6;2048;16;2032
70320;318;528;388;76;109;72;20;0;4;4;1528;9;1519
70322;183;331;240;33;76;36;14;1;4;2;924;4;920
70323;67;200;132;12;15;7;0;1;4;1;441;2;439
70325;77;201;131;38;55;43;7;1;2;0;558;3;555
70326;140;503;234;22;49;29;9;3;2;1;996;4;992
70327;158;177;129;13;22;20;1;0;1;3;532;8;524
70328;180;311;248;35;61;22;9;4;5;1;890;14;876
70329;509;902;568;108;178;115;17;2;10;3;2424;12;2412
70330;156;291;168;11;20;17;3;1;0;1;686;18;668
70331;195;479;248;67;77;55;5;0;5;2;1141;8;1133
70332;182;415;233;57;76;51;5;2;5;3;1034;5;1029
70333;179;536;357;6;35;22;1;1;3;5;1154;9;1145
70334;326;1005;774;69;131;63;10;2;12;4;2415;19;2396
70335;231;247;273;37;60;36;11;4;5;1;912;7;905
70336;27;117;58;3;6;1;1;1;3;0;221;4;217
70337;377;667;381;76;97;68;10;1;6;2;1693;8;1685
70338;106;207;107;27;28;40;6;0;3;1;531;6;525
70339;94;216;144;21;27;24;6;0;3;2;542;5;537
70340;140;156;148;27;29;13;6;4;2;1;529;3;526
70341;167;303;202;15;28;24;2;1;2;2;754;8;746
70342;127;179;203;10;30;20;2;2;1;1;578;3;575
70343;109;260;149;26;37;28;8;1;7;2;631;4;627
70344;74;235;115;27;29;27;7;0;1;0;516;1;515
70345;176;418;273;49;57;61;5;1;5;4;1054;5;1049
70346;1416;1276;1331;199;216;170;42;9;43;12;4736;22;4714
70347;15;47;18;2;5;1;1;0;0;1;91;1;90
70348;107;213;175;14;13;19;4;2;3;3;555;2;553
70349;70;331;137;3;9;11;0;0;0;1;567;5;562
70350;84;207;125;24;26;18;4;0;1;0;493;4;489
70351;179;559;303;51;74;70;4;0;3;1;1251;7;1244
70352;213;278;174;4;18;18;2;0;5;3;724;9;715
70353;247;487;204;92;103;73;10;2;3;2;1226;3;1223
70354;1694;1689;1466;328;414;291;53;10;48;12;6059;54;6005
70355;412;693;541;43;94;54;16;2;7;6;1890;22;1868
70356;154;352;198;22;39;24;13;2;9;2;820;5;815
70357;1583;1731;1798;406;384;267;47;12;40;9;6342;65;6277
70358;451;882;564;50;130;97;10;0;10;2;2208;12;2196
70359;139;277;211;19;34;16;5;1;2;0;713;9;704
70360;121;368;272;23;33;24;10;1;2;2;858;2;856
70361;15;40;21;7;2;2;1;0;0;0;88;0;88
70362;44;170;105;4;6;9;1;0;0;1;344;4;340
70364;866;1144;844;185;170;177;25;11;22;11;3476;21;3455
70365;421;864;717;66;111;78;31;4;8;5;2322;17;2305
70366;42;195;173;7;20;7;4;3;1;2;455;1;454
70367;878;1246;1246;126;221;120;29;9;12;8;3916;21;3895
70368;94;202;114;16;40;24;8;4;1;1;504;0;504
70369;1106;1200;968;181;271;213;36;9;20;7;4038;27;4011
70399;3208;5088;2634;1153;1088;749;140;25;110;39;14285;51;14234
70400;5953;15845;8618;1229;1643;1019;261;49;118;62;35084;287;34797
70401;66;303;138;17;15;7;1;0;1;1;558;9;549
70402;257;647;267;28;56;31;10;3;3;1;1314;11;1303
70403;549;942;494;72;109;55;26;2;6;7;2279;17;2262
70404;103;392;276;32;30;23;13;0;1;0;873;3;870
70405;184;246;146;16;19;16;2;2;0;0;638;7;631
70406;422;1409;715;83;115;78;27;2;8;3;2885;23;2862
70407;103;315;138;16;30;23;5;0;1;1;636;4;632
70408;126;361;262;11;22;9;8;4;2;1;813;7;806
70409;439;1031;585;60;84;46;19;3;9;1;2295;18;2277
70410;277;817;569;35;68;52;10;7;10;2;1854;7;1847
70411;558;1460;910;116;190;122;19;6;10;8;3432;33;3399
70412;203;978;537;48;69;42;14;1;4;4;1920;20;1900
70413;231;468;243;28;49;32;10;2;3;1;1080;13;1067
70414;82;411;165;35;31;25;3;1;2;0;759;4;755
70415;61;180;83;18;17;8;3;0;1;2;379;6;373
70416;740;1556;1202;161;208;140;22;7;18;11;4111;46;4065
70417;126;439;200;26;39;13;11;0;4;1;867;8;859
70418;54;190;93;9;13;6;3;1;1;0;371;1;370
70419;173;469;288;27;51;29;3;1;3;6;1054;4;1050
70420;325;928;386;45;71;54;6;3;3;0;1842;21;1821
70499;874;2303;921;346;357;208;46;4;28;12;5124;25;5099
70500;11270;22967;15556;2170;2560;1889;526;143;282;117;57926;446;57480
70501;88;818;366;12;52;30;7;6;3;2;1397;13;1384
70502;122;198;169;13;14;19;4;0;3;0;546;4;542
70503;406;445;313;60;52;49;13;6;4;2;1359;9;1350
70504;137;521;184;10;19;9;1;4;2;1;892;4;888
70505;298;908;556;45;94;53;20;2;4;0;1998;18;1980
70506;262;561;436;59;74;62;22;5;5;5;1497;6;1491
70508;389;1186;850;67;108;78;29;6;8;3;2748;24;2724
70509;152;584;324;33;53;45;11;1;4;1;1221;13;1208
70510;90;401;171;18;17;21;1;0;2;2;737;14;723
70511;802;977;865;89;104;99;17;8;14;6;3006;25;2981
70512;497;849;740;131;145;94;25;8;11;12;2535;23;2512
70513;1930;2392;1954;372;385;297;78;25;53;16;7561;59;7502
70514;519;725;626;48;104;72;19;7;14;5;2161;22;2139
70515;450;737;654;44;72;62;30;8;6;2;2085;20;2065
70516;27;65;45;13;14;5;4;0;0;1;175;1;174
70517;387;614;562;46;73;61;17;3;9;5;1789;12;1777
70518;166;609;419;53;53;49;8;0;8;1;1381;15;1366
70519;12;171;99;11;13;7;0;0;1;1;316;1;315
70520;232;383;480;33;51;37;10;6;7;2;1249;8;1241
70521;33;33;60;5;11;16;2;0;2;0;163;1;162
70522;194;652;356;26;55;33;2;4;8;0;1342;12;1330
70523;12;160;51;10;11;3;1;0;2;1;258;7;251
70524;64;395;163;8;27;14;10;2;3;1;692;5;687
70525;221;664;365;33;58;42;19;4;7;3;1422;6;1416
70526;276;938;419;64;76;35;16;2;6;7;1851;12;1839
70527;219;808;369;45;52;27;11;1;7;2;1554;13;1541
70528;179;437;298;35;59;36;5;2;3;0;1067;13;1054
70529;65;409;296;31;36;23;9;1;4;0;879;5;874
70530;184;1291;504;45;72;42;17;3;5;7;2194;24;2170
70531;1597;1531;1673;234;193;201;45;12;37;12;5571;36;5535
70599;1260;2505;1189;477;413;268;73;17;40;17;6280;21;6259
70600;4823;11842;5289;727;1569;611;195;35;128;59;25497;219;25278
70601;24;100;37;4;8;5;1;0;0;0;180;1;179
70602;16;100;25;1;7;1;0;0;0;1;153;2;151
70603;32;312;65;5;41;9;11;1;1;2;483;4;479
70604;363;730;403;25;60;21;6;0;9;2;1631;12;1619
70605;140;202;117;12;33;16;2;1;7;1;540;9;531
70606;18;267;101;8;18;9;3;1;0;2;432;5;427
70607;178;307;152;18;47;14;8;2;4;1;737;6;731
70608;27;499;189;3;43;5;3;0;2;0;777;6;771
70609;111;967;375;13;44;16;3;2;2;0;1545;12;1533
70610;30;138;31;4;12;3;0;0;1;1;221;1;220
70611;46;232;25;3;31;3;2;0;3;0;353;8;345
70612;26;159;51;9;8;3;0;0;3;0;261;2;259
70613;18;99;58;7;16;9;4;3;1;0;219;4;215
70614;1019;1192;818;144;260;91;32;4;21;5;3611;25;3586
70615;102;398;198;11;30;12;2;1;2;3;768;9;759
70616;156;315;152;20;57;19;0;0;3;1;731;8;723
70617;217;661;335;26;42;20;11;2;5;5;1335;11;1324
70618;93;212;93;12;30;15;3;0;3;1;464;2;462
70619;189;339;183;49;51;21;12;6;7;7;874;10;864
70620;91;294;87;15;27;20;12;0;5;0;553;2;551
70621;128;577;154;40;127;29;12;3;4;1;1087;12;1075
70622;324;307;185;20;53;31;6;1;3;1;937;6;931
70623;66;359;188;4;17;6;8;0;3;0;655;4;651
70624;46;344;87;21;46;14;2;1;3;2;571;5;566
70625;2;24;22;1;1;2;1;0;0;0;54;1;53
70626;91;133;58;13;27;13;0;0;3;1;345;6;339
70627;206;276;143;9;25;17;2;0;5;1;693;9;684
70628;45;138;71;5;7;4;5;1;1;1;279;1;278
70629;32;156;85;7;16;12;4;0;3;0;322;7;315
70630;451;714;336;73;141;66;10;3;6;8;1822;14;1808
70699;536;1291;465;145;244;105;30;3;18;12;2864;15;2849
70700;4855;13482;7087;942;1483;951;213;37;106;65;29565;344;29221
70701;37;236;57;4;17;4;2;0;0;1;366;8;358
70702;61;224;159;16;20;20;5;1;1;0;511;4;507
70703;35;94;88;7;12;8;4;0;0;0;250;2;248
70704;89;396;150;16;28;12;0;0;0;0;702;11;691
70705;143;612;189;27;39;30;5;2;4;3;1071;17;1054
70706;66;296;73;5;14;8;3;0;1;0;471;5;466
70707;232;491;358;37;67;37;10;2;6;4;1265;21;1244
70708;53;256;104;15;34;25;1;0;0;2;496;6;490
70709;30;254;80;7;14;2;6;1;0;0;402;8;394
70710;51;350;87;1;12;12;2;1;1;0;518;1;517
70711;43;143;85;15;15;11;2;0;1;0;319;4;315
70712;48;359;149;9;13;11;3;0;3;0;598;3;595
70713;26;307;64;6;9;10;0;0;2;0;424;0;424
70714;25;80;58;1;14;3;2;0;0;1;185;1;184
70715;77;176;89;14;18;15;2;0;5;0;401;5;396
70716;1502;1936;1330;218;333;274;60;10;27;19;5765;56;5709
70717;250;1093;919;57;151;55;9;1;8;3;2575;29;2546
70718;70;242;95;23;22;12;5;0;2;2;482;9;473
70719;426;627;485;64;93;56;8;2;3;3;1788;21;1767
70720;104;415;193;32;27;30;11;0;1;5;824;6;818
70721;19;239;81;6;10;9;0;1;1;3;375;6;369
70723;30;335;198;9;17;6;0;0;0;2;606;9;597
70724;45;259;77;2;15;12;2;0;2;0;418;4;414
70725;19;102;29;0;5;5;2;0;1;0;165;2;163
70726;29;186;89;3;12;10;0;1;2;0;336;4;332
70727;25;131;78;3;13;10;3;1;1;2;269;2;267
70728;182;608;235;20;62;14;9;2;2;0;1145;11;1134
70729;63;265;80;15;22;9;0;0;2;0;462;6;456
70731;45;194;67;20;27;11;3;0;2;2;382;11;371
70732;141;352;178;21;51;24;12;2;1;2;790;6;784
70733;12;68;20;0;6;1;1;1;1;0;112;2;110
70734;129;440;443;11;35;11;4;2;4;2;1100;19;1081
70735;59;296;110;9;23;14;3;0;0;0;526;12;514
70799;689;1420;590;249;233;180;34;7;22;9;3466;33;3433
70800;2940;7435;3949;655;897;444;101;20;84;38;16741;178;16563
70801;35;139;98;3;16;12;3;0;3;0;314;5;309
70802;39;150;68;6;16;5;0;0;0;0;284;0;284
70803;51;157;88;4;7;3;1;0;0;1;314;2;312
70804;81;182;69;7;22;8;3;4;2;2;382;2;380
70805;151;206;123;50;38;28;3;1;3;1;613;9;604
70806;80;158;96;13;17;18;1;0;1;0;386;2;384
70807;173;487;312;33;55;24;10;1;7;3;1120;15;1105
70808;47;234;132;9;26;9;2;0;2;1;467;5;462
70809;28;117;38;9;8;2;0;0;1;2;208;3;205
70810;19;55;52;1;5;1;1;0;0;0;138;4;134
70811;11;165;43;2;22;2;3;0;0;0;253;5;248
70812;1;17;3;2;0;0;0;1;0;0;24;0;24
70813;33;165;96;6;19;11;2;0;2;0;341;7;334
70814;31;119;69;4;9;7;0;1;2;2;245;1;244
70815;0;45;6;1;2;0;0;0;0;0;54;0;54
70816;102;262;158;18;35;9;2;1;1;0;595;7;588
70817;23;110;60;5;10;2;1;0;0;0;212;1;211
70818;3;52;6;4;0;0;0;0;0;0;65;0;65
70819;5;16;6;1;6;3;0;0;0;1;39;1;38
70820;209;325;245;39;33;22;5;0;6;1;894;9;885
70821;39;252;113;13;41;13;4;1;4;0;484;4;480
70822;44;92;24;0;8;3;0;1;1;0;175;2;173
70823;2;27;13;0;1;0;0;0;0;0;43;0;43
70824;20;114;42;8;14;1;0;1;2;2;206;2;204
70825;7;26;5;3;3;0;0;0;0;0;44;0;44
70826;121;217;144;18;27;12;1;0;3;0;555;12;543
70827;30;86;38;13;11;5;0;0;0;2;190;5;185
70828;646;784;531;94;126;75;10;5;14;3;2310;22;2288
70829;15;101;25;8;14;6;1;0;0;0;173;3;170
70830;31;87;56;8;16;10;0;0;0;0;210;2;208
70831;20;191;94;11;20;4;0;0;0;5;351;6;345
70832;38;241;101;14;19;8;3;0;0;1;430;5;425
70833;112;330;138;17;29;18;0;1;5;1;657;6;651
70834;19;86;28;7;4;3;0;0;0;0;147;0;147
70835;86;200;121;12;27;12;4;1;2;0;473;8;465
70836;131;207;198;14;15;16;3;0;5;3;599;7;592
70837;3;62;19;4;3;4;0;0;0;0;97;2;95
70899;454;1171;491;194;173;88;38;1;18;7;2649;14;2635
70900;8065;18359;12937;1312;2118;1373;306;91;216;93;45292;422;44870
70901;115;457;278;6;48;18;13;2;1;1;949;10;939
70902;108;400;247;12;28;14;6;0;0;0;822;7;815
70903;15;106;56;4;3;3;1;0;0;0;190;2;188
70904;63;304;198;5;17;11;2;2;1;0;606;3;603
70905;278;467;493;43;64;40;17;0;8;1;1431;20;1411
70907;191;545;354;45;71;43;5;1;1;1;1267;10;1257
70908;105;379;174;14;32;17;8;2;0;1;741;9;732
70909;271;715;552;34;78;58;7;4;3;4;1737;11;1726
70910;69;330;196;13;6;12;3;3;1;0;634;1;633
70911;41;141;125;5;11;10;1;0;0;0;337;3;334
70912;50;240;88;4;12;5;4;2;0;1;406;0;406
70913;17;126;77;0;9;2;0;0;0;1;235;3;232
70914;52;190;102;5;10;5;0;2;2;0;370;2;368
70915;92;365;221;10;26;18;3;5;1;1;749;7;742
70916;50;387;175;4;14;15;2;1;4;2;662;8;654
70917;826;783;968;108;152;99;21;4;27;8;3024;28;2996
70918;123;222;187;16;11;6;2;0;2;3;580;8;572
70920;245;695;374;48;98;44;11;4;4;4;1537;10;1527
70921;79;259;245;11;20;19;9;1;0;1;652;8;644
70922;104;339;221;18;29;22;1;2;2;0;747;9;738
70923;84;303;135;17;25;12;3;0;0;0;584;5;579
70924;46;145;96;3;3;6;1;1;0;0;302;1;301
70925;91;288;218;18;24;12;3;1;2;1;665;7;658
70926;1493;1968;1837;259;392;244;48;9;46;25;6404;83;6321
70927;72;402;254;8;21;18;5;5;3;2;801;11;790
70928;241;450;342;32;52;33;4;0;4;4;1176;14;1162
70929;14;89;37;1;2;3;1;0;1;0;148;0;148
70930;70;199;102;9;21;13;2;3;11;0;436;6;430
70931;170;395;228;17;29;27;2;2;0;1;884;13;871
70932;39;233;123;1;7;3;0;2;0;0;409;1;408
70933;201;468;327;42;62;44;7;4;9;1;1174;9;1165
70934;120;561;228;16;53;11;5;1;4;0;1018;19;999
70935;175;341;311;10;35;19;6;1;1;3;912;10;902
70936;551;895;732;90;138;78;13;7;13;4;2540;19;2521
70937;156;300;268;20;31;28;7;1;8;2;825;4;821
70938;134;677;406;21;50;22;8;1;1;0;1329;9;1320
70939;261;357;359;31;45;57;4;2;8;1;1135;10;1125
70940;125;328;192;13;32;32;6;0;2;0;735;5;730
70941;44;162;107;3;12;7;1;2;4;0;349;7;342
70999;1084;2348;1304;296;345;243;64;14;42;20;5790;30;5760
80000;34961;67982;47837;14137;17666;5804;2023;371;1301;433;197127;1242;195885
